無名 #1024076 	 Nameless #1024076
無名 #1021571 	 Nameless #1021571
無名 #1022427 	 Nameless #1022427
傷だらけの偉丈夫 	 Battle-scarred Veteran
無名 #1023587 	 Nameless #1023587
無名 #1023588 	 Nameless #1023588
無名 #1023703 	 Nameless #1023703
無名 #1023704 	 Nameless #1023704
無名 #1023706 	 Nameless #1023706
無名 #1023764 	 Nameless #1023764
無名 #1023767 	 Nameless #1023767
無名 #1023768 	 Nameless #1023768
無名 #1023771 	 Nameless #1023771
無名 #1024876 	 Nameless #1024876
無名 #1024878 	 Nameless #1024878
無名 #1024940 	 Nameless #1024940
無名 #1024948 	 Nameless #1024948
無名 #1024950 	 Nameless #1024950
無名 #1025002 	 Nameless #1025002
無名 #1025004 	 Nameless #1025004
ノッテッド・パイン 	 Knotted Pine
タラ・モルコー少牙士 	 Tahla Molkoh
ラウバーン 	 Raubahn
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
アレンヴァルド 	 Arenvald
アルフィノ 	 Alphinaud
エマネラン 	 Emmanellain
サドゥ 	 Sadu
マグナイ 	 Magnai
ピピン 	 Pipin
ピピン 	 Pipin
無名 #1023000 	 Nameless #1023000
無名 #1023003 	 Nameless #1023003
無名 #1023012 	 Nameless #1023012
無名 #1023015 	 Nameless #1023015
無名 #1023017 	 Nameless #1023017
アナフリッド 	 Anafrid
ティルダ 	 Tilda
レティセント・タスク 	 Reticent Tusk
ガロット 	 Galot
帝国軍の脱走兵 	 Imperial Deserter
無名 #1023056 	 Nameless #1023056
無名 #1023064 	 Nameless #1023064
無名 #1023493 	 Nameless #1023493
無名 #1023497 	 Nameless #1023497
無名 #1023503 	 Nameless #1023503
無名 #1023505 	 Nameless #1023505
無名 #1023508 	 Nameless #1023508
無名 #1023513 	 Nameless #1023513
無名 #1023515 	 Nameless #1023515
ホティス 	 Hotys
無名 #1023667 	 Nameless #1023667
無名 #1023690 	 Nameless #1023690
無名 #1023691 	 Nameless #1023691
無名 #1023692 	 Nameless #1023692
無名 #1023694 	 Nameless #1023694
無名 #1023712 	 Nameless #1023712
無名 #1023714 	 Nameless #1023714
無名 #1023720 	 Nameless #1023720
無名 #1023721 	 Nameless #1023721
無名 #1023724 	 Nameless #1023724
無名 #1023730 	 Nameless #1023730
無名 #1023839 	 Nameless #1023839
無名 #1023842 	 Nameless #1023842
無名 #1023844 	 Nameless #1023844
無名 #1023845 	 Nameless #1023845
無名 #1023846 	 Nameless #1023846
無名 #1024011 	 Nameless #1024011
無名 #1024012 	 Nameless #1024012
無名 #1024014 	 Nameless #1024014
無名 #1024020 	 Nameless #1024020
無名 #1024022 	 Nameless #1024022
無名 #1024024 	 Nameless #1024024
無名 #1024025 	 Nameless #1024025
無名 #1024026 	 Nameless #1024026
無名 #1024028 	 Nameless #1024028
無名 #1024029 	 Nameless #1024029
捕虜収容所の衛兵 	 Prison Guard
研究所の衛兵 	 Resonatorium Guard
無名 #1025113 	 Nameless #1025113
無名 #1025116 	 Nameless #1025116
無名 #1025117 	 Nameless #1025117
無名 #1025121 	 Nameless #1025121
無名 #1025124 	 Nameless #1025124
無名 #1025126 	 Nameless #1025126
無名 #1025128 	 Nameless #1025128
無名 #1025129 	 Nameless #1025129
無名 #1025130 	 Nameless #1025130
無名 #1025132 	 Nameless #1025132
無名 #1025133 	 Nameless #1025133
無名 #1025135 	 Nameless #1025135
無名 #1025328 	 Nameless #1025328
無名 #1025329 	 Nameless #1025329
無名 #1025332 	 Nameless #1025332
アラミゴ解放軍の上級闘士 	 Resistance Fighter
リセ 	 Lyse
メッフリッド 	 Meffrid
屈強な若者 	 Cynical Youth
ゲレン 	 Gelen
ヒッデン・ハース 	 Hidden Hearth
ホッジキン 	 Hodgkin
アングリー・クァール 	 Angry Coeurl
リューユー 	 Leueue
無名 #1020851 	 Nameless #1020851
アンスガー 	 Ansger
ゲルヴェシン 	 Gervesin
ベント・フロンド 	 Bent Frond
リーニング・エント 	 Leaning Ent
イーガー・ラプター 	 Eager Raptor
無名 #1020863 	 Nameless #1020863
無名 #1020864 	 Nameless #1020864
ペール・モーニング 	 Pale Morning
無名 #1020879 	 Nameless #1020879
無名 #1020881 	 Nameless #1020881
グントマル 	 Guntmar
オゲリー 	 Oggery
ゴダフレ 	 Godafre
ローキン 	 Rawkin
無名 #1020897 	 Nameless #1020897
無名 #1020898 	 Nameless #1020898
ベイナード 	 Baynard
アンスヘルム 	 Ansehelm
無名 #1021539 	 Nameless #1021539
ゲルベルト 	 Gerbert
無名 #1021545 	 Nameless #1021545
無名 #1021547 	 Nameless #1021547
フロディガー 	 Hruodiger
ドッブ 	 Dob
ジャ・ナイロ 	 J'nairoh
無名 #1021588 	 Nameless #1021588
無名 #1021596 	 Nameless #1021596
ラフ 	 Rahu
無名 #1022393 	 Nameless #1022393
無名 #1022395 	 Nameless #1022395
無名 #1022969 	 Nameless #1022969
無名 #1022972 	 Nameless #1022972
無名 #1022975 	 Nameless #1022975
ウィスカー 	 Wiscar
カラク 	 Karaku
ケイテン 	 Keiten
ゲイムレイル 	 Geimrael
キュウセン 	 Kyusen
シタン 	 Shitan
無名 #1019012 	 Nameless #1019012
無名 #1019018 	 Nameless #1019018
無名 #1019020 	 Nameless #1019020
無名 #1019024 	 Nameless #1019024
ミヤマギ 	 Miyamagi
ホクシン 	 Hokushin
フェストゥス 	 Festus
マルニス 	 Mulnith
アマジ 	 Amaji
アシガラ 	 Ashigara
トメギ 	 Tomegi
カワシゲ 	 Kawashige
ハボク 	 Haboku
ウラキ 	 Uraki
セキタイ 	 Sekitai
スソゴ 	 Susogo
ムラゴ 	 Murago
ナガツキ 	 Nagatsuki
アラカネ 	 Arakane
ウミカゼ 	 Umikaze
ヤマビコ 	 Yamabiko
キキモ 	 Kikimo
セッカ 	 Sekka
ブランシュティル 	 Blanstyr
無名 #1019055 	 Nameless #1019055
無名 #1019057 	 Nameless #1019057
イカズチ 	 Ikazuchi
ワカ 	 Waka
ビャクダン 	 Byakudan
イバラ 	 Ibara
ヤマブキ 	 Yamabuki
センリョウ 	 Senryu
サザナミ 	 Sazanami
ハヤタカ 	 Hayataka
無名 #1019075 	 Nameless #1019075
無名 #1019134 	 Nameless #1019134
無名 #1019137 	 Nameless #1019137
無名 #1019138 	 Nameless #1019138
無名 #1019142 	 Nameless #1019142
無名 #1019147 	 Nameless #1019147
無名 #1019150 	 Nameless #1019150
コトチョウ 	 Kotocho
ウドク 	 Udoku
愛想笑いの風水士 	 Complacent Consort
賢しげな風水士 	 Cunning Consort
無名 #1022290 	 Nameless #1022290
無名 #1022292 	 Nameless #1022292
無名 #1022294 	 Nameless #1022294
無名 #1022297 	 Nameless #1022297
無名 #1022298 	 Nameless #1022298
無名 #1022307 	 Nameless #1022307
無名 #1022308 	 Nameless #1022308
無名 #1022311 	 Nameless #1022311
無名 #1022315 	 Nameless #1022315
無名 #1022319 	 Nameless #1022319
無名 #1022570 	 Nameless #1022570
無名 #1022571 	 Nameless #1022571
無名 #1022572 	 Nameless #1022572
無名 #1022577 	 Nameless #1022577
無名 #1022583 	 Nameless #1022583
無名 #1022585 	 Nameless #1022585
無名 #1022587 	 Nameless #1022587
無名 #1022589 	 Nameless #1022589
無名 #1022590 	 Nameless #1022590
無名 #1022591 	 Nameless #1022591
無名 #1022593 	 Nameless #1022593
無名 #1022597 	 Nameless #1022597
無名 #1022599 	 Nameless #1022599
無名 #1022605 	 Nameless #1022605
無名 #1022613 	 Nameless #1022613
ケイセツ 	 Keisetsu
無名 #1022623 	 Nameless #1022623
無名 #1022626 	 Nameless #1022626
ツルバミ 	 Tsurubami
無名 #1022629 	 Nameless #1022629
無名 #1023531 	 Nameless #1023531
無名 #1023533 	 Nameless #1023533
無名 #1023534 	 Nameless #1023534
ナシュ・マカラッカ 	 Nashu Mhakaracca
シグレ 	 Shigure
シグレ 	 Shigure
ボタン 	 Botan
×アルパ 	 ×アルパ
×カブト 	 ×カブト
ヘツカゼ 	 Hetsukaze
懐かしさを感じる男 	 Nostalgic Fellow
無名 #1031528 	 Nameless #1031528
ハナガサ 	 Hanagasa
イジルドール 	 Isildaure
アリアヌ 	 Alianne
ホウメイ 	 Homei
ツバキ 	 Tsubaki
トキモリ 	 Tokimori
アルフィノ 	 Alphinaud
アリゼー 	 Alisaie
素材屋 	 Material Supplier
無名 #1025240 	 Nameless #1025240
無名 #1025243 	 Nameless #1025243
無名 #1025245 	 Nameless #1025245
メルゲン 	 Mergen
コヤル 	 Qoyar
ムングリグ 	 Munglig
マラル 	 Maral
カアルン 	 Caalun
イバクハ 	 Ibakha
ブジール 	 Bujir
イトゥルゲン 	 Iturgen
カイシャン 	 Khaishan
コトタ 	 Cotota
タマチャグ 	 Tamachag
ベキ 	 Beki
バイドゥル 	 Baidur
ボトクイ 	 Botokhui
スウド 	 Suvd
ウトウ 	 Uto
イェスイ 	 Yesui
チャンブイ 	 Chambui
ナレンガワ 	 Narengawa
トゲネ 	 Togene
無名 #1019364 	 Nameless #1019364
無名 #1019365 	 Nameless #1019365
無名 #1019369 	 Nameless #1019369
無名 #1019370 	 Nameless #1019370
無名 #1019371 	 Nameless #1019371
無名 #1019372 	 Nameless #1019372
ウスゲン 	 Ucugen
ニゲン 	 Nigen
ウジン 	 Ujin
無名 #1019397 	 Nameless #1019397
無名 #1019398 	 Nameless #1019398
無名 #1019399 	 Nameless #1019399
ジェンクシ 	 Jenkshi
カウル 	 Caur
ブカタイ 	 Buqatai
スケゲイ 	 Sukegei
リグダン 	 Ligdan
オゴデイ 	 Ogodei
アバカ 	 Abaka
チャラカ 	 Charakha
グユグ 	 Guyug
ブグヌテイ 	 Bugunutei
ソロサン 	 Sorocan
フーシャル 	 Hooshal
デルベグ 	 Delbeg
ヤブカ 	 Yabuqa
カイダイ 	 Khaidai
無名 #1021826 	 Nameless #1021826
無名 #1021827 	 Nameless #1021827
キシリグ 	 Kishiligh
ダガシ 	 Dagasi
アグジャム 	 Agujam
無名 #1022229 	 Nameless #1022229
無名 #1022557 	 Nameless #1022557
無名 #1022558 	 Nameless #1022558
無名 #1022559 	 Nameless #1022559
無名 #1022632 	 Nameless #1022632
無名 #1022636 	 Nameless #1022636
無名 #1022639 	 Nameless #1022639
無名 #1022645 	 Nameless #1022645
無名 #1022646 	 Nameless #1022646
無名 #1022649 	 Nameless #1022649
無名 #1022653 	 Nameless #1022653
無名 #1022665 	 Nameless #1022665
無名 #1022667 	 Nameless #1022667
無名 #1022669 	 Nameless #1022669
無名 #1022670 	 Nameless #1022670
無名 #1022674 	 Nameless #1022674
無名 #1022678 	 Nameless #1022678
チャグル 	 Chagur
無名 #1022689 	 Nameless #1022689
セチェン 	 Sechen
無名 #1025536 	 Nameless #1025536
無名 #1025611 	 Nameless #1025611
無名 #1025614 	 Nameless #1025614
無名 #1025619 	 Nameless #1025619
無名 #1025627 	 Nameless #1025627
無名 #1025630 	 Nameless #1025630
無名 #1025839 	 Nameless #1025839
無名 #1025862 	 Nameless #1025862
無名 #1025863 	 Nameless #1025863
無名 #1025866 	 Nameless #1025866
無名 #1025868 	 Nameless #1025868
無名 #1025869 	 Nameless #1025869
巨漢の農夫 	 Formidable Farmer
傷のある老人 	 Wounded Elder
シモガレ 	 Shimogare
タウヤク 	 Tauyaku
イシブシ 	 Ishibushi
巨漢の農夫 	 Formidable Farmer
コザクラ 	 Kozakura
ハチスバ 	 Hachisuba
無名 #1021283 	 Nameless #1021283
マウトウ 	 Mauto
無名 #1021291 	 Nameless #1021291
キウカ 	 Kiuka
無名 #1021295 	 Nameless #1021295
無名 #1021296 	 Nameless #1021296
ヒエン 	 Hien
ユウギリ 	 Yugiri
ツラヌキ 	 Tsuranuki
無名 #1023658 	 Nameless #1023658
無名 #1023662 	 Nameless #1023662
無名 #1023663 	 Nameless #1023663
無名 #1023893 	 Nameless #1023893
ハクロウ 	 Hakuro
ヒエン 	 Hien
ハクロウ 	 Hakuro
ユウギリ 	 Yugiri
ツラヌキ 	 Tsuranuki
巨漢の農夫 	 Formidable Farmer
キウカ 	 Kiuka
イシブシ 	 Ishibushi
マウトウ 	 Mauto
ハチスバ 	 Hachisuba
タウヤク 	 Tauyaku
コザクラ 	 Kozakura
シモガレ 	 Shimogare
無名 #1024374 	 Nameless #1024374
無名 #1024375 	 Nameless #1024375
無名 #1024378 	 Nameless #1024378
無名 #1024381 	 Nameless #1024381
無名 #1024383 	 Nameless #1024383
無名 #1024390 	 Nameless #1024390
無名 #1024398 	 Nameless #1024398
無名 #1024403 	 Nameless #1024403
無名 #1024407 	 Nameless #1024407
無名 #1024461 	 Nameless #1024461
無名 #1024611 	 Nameless #1024611
無名 #1024624 	 Nameless #1024624
ミツバ 	 Mitsuba
キウカ 	 Kiuka
無名 #1024798 	 Nameless #1024798
ハチスバ 	 Hachisuba
シモガレ 	 Shimogare
無名 #1024806 	 Nameless #1024806
無名 #1024807 	 Nameless #1024807
無名 #1024815 	 Nameless #1024815
無名 #1024861 	 Nameless #1024861
無名 #1024873 	 Nameless #1024873
無名 #1024887 	 Nameless #1024887
アリゼー 	 Alisaie
アルフィノ 	 Alphinaud
ハクロウ 	 Hakuro
アリゼー 	 Alisaie
アルフィノ 	 Alphinaud
ハクロウ 	 Hakuro
帰燕館の門兵 	 Kienkan Guardsman
無名 #1025542 	 Nameless #1025542
無名 #1025543 	 Nameless #1025543
無名 #1025544 	 Nameless #1025544
無名 #1025756 	 Nameless #1025756
ホウザン 	 Hozan
ホウメイ 	 Homei
ヒギリ 	 Higiri
ドウワレ 	 Doware
無名 #1026295 	 Nameless #1026295
イハナシ 	 Ihanashi
ミナヅキ 	 Minazuki
イシブシ 	 Ishibushi
イシブシ 	 Ishibushi
イシブシ 	 Ishibushi
イシブシ 	 Ishibushi
シモガレ 	 Shimogare
ヨウザン 	 Yozan
シウン 	 Shiun
コハル 	 Koharu
ロッカ 	 Rokka
アリアヌ 	 Alianne
ハチスバ 	 Hachisuba
ハチスバ 	 Hachisuba
ハチスバ 	 Hachisuba
ヨウザン 	 Yozan
シウン 	 Shiun
コハル 	 Koharu
ロッカ 	 Rokka
ヨウザン 	 Yozan
シウン 	 Shiun
コハル 	 Koharu
ロッカ 	 Rokka
ヨウザン 	 Yozan
シウン 	 Shiun
コハル 	 Koharu
ロッカ 	 Rokka
シモガレ 	 Shimogure
ホウメイ 	 Homei
ホウザン 	 Hozan
ドウワレ 	 Doware
ホウメイ 	 Homei
ドウワレ 	 Doware
ヒギリ 	 Higiri
ホウザン 	 Hozan
無名 #1026734 	 Nameless #1026734
ハチスバ 	 Hachisuba
イシブシ 	 Ishibushi
無名 #1026959 	 Nameless #1026959
無名 #1019271 	 Nameless #1019271
ゴウセツ 	 Gosetsu
イカルガ 	 Ikaruga
クモヂ 	 Kumoji
ハヤマ 	 Hayama
モロハ 	 Moroha
無名 #1019163 	 Nameless #1019163
無名 #1019164 	 Nameless #1019164
ヒウン 	 Hiun
ユウスイ 	 Yusui
シホジ 	 Shihoji
無名 #1019172 	 Nameless #1019172
無名 #1019173 	 Nameless #1019173
サイコロ 	 Saikoro
ウロクズ 	 Urokuzu
タコツボ 	 Takotsubo
ケフサン 	 Kefusan
カイオケ 	 Kaioke
ツヅラ 	 Tsuzura
トウロウ 	 Toro
無名 #1019188 	 Nameless #1019188
無名 #1019189 	 Nameless #1019189
無名 #1019191 	 Nameless #1019191
タマキ 	 Tamaki
カゲロウ 	 Kagero
サヨ 	 Sayo
トウセツ 	 Tosetsu
ミネ 	 Mine
マナ 	 Mana
セイザウ 	 Seizau
無名 #1019206 	 Nameless #1019206
無名 #1019208 	 Nameless #1019208
マヒワ 	 Mahiwa
無名 #1019216 	 Nameless #1019216
モズ 	 Mozu
イソベ 	 Isobe
無名 #1019221 	 Nameless #1019221
無名 #1019222 	 Nameless #1019222
無名 #1019225 	 Nameless #1019225
モトゴエ 	 Motogoe
アビキ 	 Abiki
カンスイ 	 Kansui
ミサゴ 	 Misago
ザンセツ 	 Zansetsu
ヒキナミ 	 Hikinami
アサリ 	 Asari
無名 #1019235 	 Nameless #1019235
無名 #1019236 	 Nameless #1019236
タツベ 	 Tatsube
ハマカゼ 	 Hamakaze
アジロ 	 Ajiro
無名 #1019244 	 Nameless #1019244
無名 #1019245 	 Nameless #1019245
ミナソコ 	 Minasoko
ウミベタ 	 Umibeta
リクフウ 	 Rikufu
無名 #1019250 	 Nameless #1019250
カジカ 	 Kajika
ナワシロ 	 Nawashiro
アラナミ 	 Aranami
バンカイ 	 Bankai
ヒラセ 	 Hirase
ヤナ 	 Yana
アオクモ 	 Aokumo
ウオニ 	 Uoni
ウズシオ 	 Uzushio
リュウボク 	 Ryuboku
アフミ 	 Afumi
カイザン 	 Kaizan
ハヤセ 	 Hayase
ウシオギ 	 Ushiogi
無名 #1021527 	 Nameless #1021527
無名 #1021530 	 Nameless #1021530
無名 #1021534 	 Nameless #1021534
無名 #1022263 	 Nameless #1022263
無名 #1022267 	 Nameless #1022267
無名 #1022280 	 Nameless #1022280
無名 #1024603 	 Nameless #1024603
無名 #1025569 	 Nameless #1025569
無名 #1025571 	 Nameless #1025571
元徴用兵の海賊 	 Formerly Conscripted Confederate
無名 #1025872 	 Nameless #1025872
無名 #1025873 	 Nameless #1025873
無名 #1027081 	 Nameless #1027081
イナガラ 	 Inagara
ミヤケ 	 Miyake
マサツチ 	 Masatsuchi
ホナミ 	 Honami
アゲタ 	 Ageta
アオハタ 	 Aohata
無名 #1019274 	 Nameless #1019274
レイザン 	 Reizan
無名 #1019281 	 Nameless #1019281
無名 #1019282 	 Nameless #1019282
センテイ 	 Sentei
ギョシュ 	 Gyoshu
ギョボク 	 Gyoboku
ギョエン 	 Gyoen
ギョエイ 	 Gyoei
ギョタイ 	 Gyotai
ギョク 	 Gyoku
無名 #1019304 	 Nameless #1019304
無名 #1019305 	 Nameless #1019305
無名 #1019306 	 Nameless #1019306
無名 #1019307 	 Nameless #1019307
コハギ 	 Kohagi
フカタ 	 Fukata
ホジョウ 	 Hojo
無名 #1022706 	 Nameless #1022706
無名 #1022708 	 Nameless #1022708
無名 #1022710 	 Nameless #1022710
ギョフ 	 Gyofu
無名 #1022716 	 Nameless #1022716
無名 #1022718 	 Nameless #1022718
チグサ 	 Chigusa
ゴウセツ 	 Gosetsu
ヒエン 	 Hien
無名 #1023622 	 Nameless #1023622
ヒルディブランド 	 Hildibrand
ナシュ・マカラッカ 	 Nashu Mhakaracca
シグレ 	 Shigure
ハチナン 	 Hachinan
